raw_specialty,processed_specialties,is_junk,specialty_count
COMMUNITY BASED RESIDENTIAL TREATMENT - MENTAL ILLNESS,community based residential treatment - mental illness,False,1
HOSPICE AND PALLIATIVE MEDICINE - ANESTHESIOLOGY,hospice palliative medicineicine - anesthesiology,False,1
OTOLARYN & FACIAL PLASTIC SURGERY,otolaryn facial plastic surgeryery,False,1
LACTATION CONSULTANT (REGISTERED NURSE),lactation consultant registered nurse,False,1
PEDIATRICS - MEDICAL TOXICOLOGY - 2080T0002X,pediatrics - medicineical toxicology - 2080t0002x,False,1
PHYSICAL THERAPIST - ORTHOPEDIC - 2251X0800X,physical therapist - orthopedicedic - 2251x0800x,False,1
RESIDENTIAL TREATMENT - SUBSTANCE ABUSE,residential treatment - substance abuse,False,1
CLINICAL GENETICS (M.D.),clinical genetics m d,False,1
PODIATRICS - PRIMARY PODIATRIC MEDICINE,podiatrics - primary podiatric medicineicine,False,1
Otolaryngology-Otology & Neurotology,otolaryngology-otology neurotology,False,1
SUBSTANCE ABUSE TREATMNT - CHILDREN - SUBSTNCE ABUSE REHAB,,True,0
PSYCHIATRY & NEUROLOGY - DIAGNOSTIC NEUROIMAGIN - 2084D0003X,psychiatry neurology - diagnostic neuroimagin - 2084d0003x,False,1
NURSE PRACTITIONER - SCHOOL - 363LS0200X,nurse practitioner - school - 363ls0200x,False,1
HOSPICE & PALLIATIVE MEDICINE (FAMILY MEDICINE),hospice palliative medicineicine family medicineicine,False,1
CORNEA & EXTERNAL DISEASES SPECIALIST,,True,0
PAIN MEDICINE-INTERVENTIONAL PAIN MEDICINE,,True,0
PHARMACY HOME INFUSION THERAPY PHARMACY,pharmacy home infusion therapy pharmacy,False,1
PHYSICAL MED & REHAB - PAIN MEDICINE - 2081P2900X,physical medicine rehab - pain medicineicine - 2081p2900x,False,1
PSYCHIATRY & NEUROLOGY - CHILD & ADLSCNT PSYCH - 2084P0804X,psychiatry neurology - child adlscnt psychiatry - 2084p0804x,False,1
PLASTIC SURGERY - 208200000X,plastic surgeryery - 208200000x,False,1
HOSPICE AND PALLIATIVE MEDICINE - OBSTETRICS & GYNECOLOGY,hospice palliative medicineicine - obstetrics gynecology,False,1
UNDERSEA & HYPERBARIC MEDICINE (EMERGENCY MEDICINE),undersea hyperbaric medicineicine emergency medicineicine,False,1
Dermatology-MOHS-Micrographic Surgery,dermatology-mohs-micrographic surgeryery,False,1
PEDIATRICS - RHEUMATOLOGY - 2080P0216X,pediatrics - rheumatology - 2080p0216x,False,1
SLEEP DISORDER DIAGNOSTIC CLINIC/CENTER,sleep disorder diagnostic,False,1
General Preventive Medicine,general preventive medicineicine,False,1
AUDIOLOGIST HEARING AID FITTER,audiologist hearing aid fitter,False,1
STUDENT IN AN ORGANIZED HEALTHCARE TRAINING PROGRAM,student in an organized healthcare training,False,1
ADDICTION (SUBSTANCE USE DISORDER) -COUNSELOR,addiction substance use disorder -counselor,False,1
PHARMACY - MAIL ORDER,pharmacy - mail order,False,1
SUBSTANCE ABUSE REHABILITATION FACILITY,substance abuse rehabilitation facility,False,1
RADIOLOGY - DIAGNOSTIC ULTRASOUND - 2085U0001X,radiology - diagnostic ultrasound - 2085u0001x,False,1
PLASTIC SURGERY WITHIN THE HEAD AND NECK,plastic surgeryery within the head neck,False,1
CORNEA AND EXTERNAL DISEASES SPECIALIST,,True,0
BRAIN INJURY MEDICINE - PHYSICAL MEDICINE & REHABILITATION,brain injury medicineicine - physical medicineicine rehabilitation,False,1
MEDICALLY FRAGILE INFANTS AND CHILDREN DAY CARE CLINIC/CTR,,True,0
HOSPICE AND PALLIATIVE MEDICINE - EMERGENCY MEDICINE,hospice palliative medicineicine - emergency medicineicine,False,1
PSYCHOLOGIST - CLINICAL - 103TC0700X,psychologist - clinical - 103tc0700x,False,1
HOSPICE & PALLIATIVE MEDICINE (EMERGENCY MEDICINE),hospice palliative medicineicine emergency medicineicine,False,1
AGENCY - PUBLIC HEALTH OR WELFARE - 251K00000X,agency - public health or welfare - 251k00000x,False,1
PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE,,True,0
ADULT MENTAL HEALTH CLINIC/CENTER,adult mental health,False,1
REHABILITATION - COMPREHENSIVE OUTPATIENT (CORF) CLINIC/CTR,rehabilitation - comprehensive outpatient corf ctr,False,1
RADIOLOGY - NEURORADIOLOGY - 2085N0700X,radiology - neuroradiology - 2085n0700x,False,1
PHYSICAL MED & REHAB - SPINAL CORD INJURY MED - 2081P0004X,,True,0
OTOLARYNGOLOGY - FACIAL PLASTIC SURGERY,otolaryngology - facial plastic surgeryery,False,1
PEDIATRIC REHABILITATION MEDICINE,pediatric rehabilitation medicineicine,False,1
PORTABLE X-RAY SUPPLIER,portable x-ray supplier,False,1
PSYCHOLOGIST - COUNSELING - 103TC1900X,psychologist - counseling - 103tc1900x,False,1
ANESTHESIOLOGIST ASSISTANT - 367H00000X,anesthesiologist assistant - 367h00000x,False,1
HOSPICE & PALLIATIVE MEDICINE (ANESTHESIOLOGY),hospice palliative medicineicine anesthesiology,False,1
PEDIATRICS - GASTROENTEROLOGY - 2080P0206X,pediatrics - gastroenterology - 2080p0206x,False,1
AUDIOLOGIST - HEARING AID FITTER,audiologist - hearing aid fitter,False,1
AUDIOLOGIST-HEARING AID FITTER,audiologist-hearing aid fitter,False,1
FEDERALLY QUALIFIED HEALTH CENTERS,federally qualified health centers,False,1
HOSPICE & PALLIATIVE MEDICINE (INTERNAL MEDICINE),,True,0
FAMILY MEDICINE - ADULT MEDICINE - 207QA0505X,family medicineicine - adult medicineicine - 207qa0505x,False,1
REHABILITATION CLINIC/CENTER,rehabilitation,False,1
HOSPICE AND PALLIATIVE MEDICINE - PSYCHIATRY & NEUROLOGY,hospice palliative medicineicine - psychiatry neurology,False,1
PEDIATRICS - PULMONOLOGY - 2080P0214X,pediatrics - pulmonology - 2080p0214x,False,1
PRIMARY PODIATRIC MEDICINE PODIATRIST,primary podiatric medicineicine podiatrist,False,1
CLINIC/CENTER - BIRTHING - 261QB0400X,- birthing - 261qb0400x,False,1
NURSE PRACTITIONER - ADULT HEALTH - 363LA2200X,nurse practitioner - adult health - 363la2200x,False,1
ORAL AND MAXILLOFACIAL SURGERY DENTIST,oral maxillofacial surgeryery dentist,False,1
PLASTIC SURGERY - SURGERY OF THE HAND - 2082S0105X,plastic surgeryery - surgeryery of the hand - 2082s0105x,False,1
SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION),sports medicineicine physical medicineicine rehabilitation,False,1
PATHOLOGY - NEUROPATHOLOGY - 207ZN0500X,pathology - neuropathology - 207zn0500x,False,1
ORAL AND MAXILLOFACIAL SURGERY CLINIC/CENTER,oral maxillofacial surgeryery,False,1
HOSPITAL - GENERAL ACUTE CARE - 282N00000X,- general acute care - 282n00000x,False,1
ORAL & MAXILLOFACIAL SURGERY (PHYSICIAN),,True,0
HOME DELIVERED MEALS - 332U00000X,home delivered meals - 332u00000x,False,1
PEDIATRICS - HEMATOLOGY-ONCOLOGY - 2080P0207X,pediatrics - hematology-oncology - 2080p0207x,False,1
PODIATRIST - PRIMARY PODIATRIC MEDICINE,podiatrist - primary podiatric medicineicine,False,1
PREVENTIVE MEDICINE - OCCUPATIONAL ENVIRONMENTAL MEDICINE,,True,0
HOSPICE & PALLIATIVE MEDICINE - PSYCHIATRY & NEUROLOGY,hospice palliative medicineicine - psychiatry neurology,False,1
PRIMARY PODIATRIC MEDICINE Ã¢â‚¬â€œ PODIATRIST,primary podiatric medicineicine ã â â œ podiatrist,False,1
DERMATOLOGY - DERMATOPATHOLOGY - 207ND0900X,dermatology - dermatopathology - 207nd0900x,False,1
SKILLED NURSING FACILITY - PEDIATRIC,skilled nursing facility - pediatric,False,1
ORAL AND MAXILLOFACIAL SURGERY - DENTIST,oral maxillofacial surgeryery - dentist,False,1
DENTIST - ORAL & MAXILLOFACIAL SURGERY,dentist - oral maxillofacial surgeryery,False,1
PEDIATRICS - NEPHROLOGY - 2080P0210X,pediatrics - nephrology - 2080p0210x,False,1
PHARMACY - SPECIALTY,pharmacy - specialty,False,1
PEDIATRICS - SLEEP MEDICINE - 2080S0012X,pediatrics - sleep medicineicine - 2080s0012x,False,1
FAMILY MEDICINE - GERIATRIC MEDICINE - 207QG0300X,family medicineicine - geriatric medicineicine - 207qg0300x,False,1
COUNSELOR - ADDICTION (SUBSTANCE USE DISORDER),counselor - addiction substance use disorder,False,1
OBSTETRICS & GYNECOLOGY - REPRODUCTIVE ENDOCRIN - 207VE0102X,obstetrics gynecology - reproductive endocrin - 207ve0102x,False,1
ASSISTED LIVING FACILITY,assisted living facility,False,1
OTOLARYNGOLOGY/FACIAL PLASTIC SURGERY,otolaryngology facial plastic surgeryery,False,1
OCCUPATIONAL THERAPIST - 225X00000X,,True,0
PHARMACY - COMMUNITY/RETAIL,pharmacy - community retail,False,1
PLASTIC SURGERY WITHIN HEAD & NECK,plastic surgeryery within head neck,False,1
RADIOLOGY - PEDIATRIC RADIOLOGY - 2085P0229X,radiology - pediatric radiology - 2085p0229x,False,1
PODIATRIST - FOOT SURGERY - 213ES0131X,podiatrist - foot surgeryery - 213es0131x,False,1
CLINIC/CENTER - FEDERALLY QUALIFIED HEALTH CNTR - 261QF0400X,- federally qualified health cntr - 261qf0400x,False,1
RADIOLOGY - DIAGNOSTIC NEUROIMAGING - 2085D0003X,radiology - diagnostic neuroimaging - 2085d0003x,False,1
NURSE PRACTITIONER - PEDIATRICS - 363LP0200X,nurse practitioner - pediatrics - 363lp0200x,False,1
RESIDENTIAL TREATMENT FACILITY - PHYSICAL DISABILITIES,residential treatment facility - physical disabilities,False,1
RADIOLOGY - NUCLEAR RADIOLOGY - 2085N0904X,radiology - nuclear radiology - 2085n0904x,False,1
DENTIST - ORAL & MAXILLOFACIAL RADIOLOGY,dentist - oral maxillofacial radiology,False,1
PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION),pain medicineicine physical medicineicine rehabilitation,False,1
REGISTERED NURSE - FIRST ASSISTANT,registered nurse - first assistant,False,1
Preventive Medicine-Undersea and Hyperbaric Medicine,preventive medicineicine-undersea hyperbaric medicineicine,False,1
CLINIC/CENTER - RADIOLOGY - 261QR0200X,- radiology - 261qr0200x,False,1
PREVENTIVE MEDICINE PUBLIC HLTH & GENERAL PREVENTIVE MED,preventive medicineicine public hlth general preventive medicine,False,1
SPECIALIST/TECHNOLOGIST PATHOLOGY,specialist technologist pathology,False,1
CLINIC/CENTER - PRIMARY CARE - 261QP2300X,- primary care - 261qp2300x,False,1
RADIOLOGY - RADIATION ONCOLOGY - 2085R0001X,radiology - radiation oncology - 2085r0001x,False,1
UNDERSEA AND HYPERBARIC MEDICINE - EMERGENCY MEDICINE,undersea hyperbaric medicineicine - emergency medicineicine,False,1
ALZHEIMER CENTER (DEMENTIA CENTER),alzheimer dementia,False,1
NURSE PRACTITIONER - ACUTE CARE - 363LA2100X,nurse practitioner - acute care - 363la2100x,False,1
PEDIATRICS - NEONATAL-PERINATAL MEDICINE - 2080N0001X,,True,0
RADIOLOGY - THERAPEUTIC RADIOLOGY - 2085R0203X,radiology - therapeutic radiology - 2085r0203x,False,1
ANESTHESIOLOGY - PAIN MEDICINE - 207LP2900X,anesthesiology - pain medicineicine - 207lp2900x,False,1
PEDIATRICS - CRITICAL CARE MEDICINE - 2080P0203X,pediatrics - critical care medicineicine - 2080p0203x,False,1
OCCUPATIONAL/PREVENTIVE MEDICINE,,True,0
ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,orthodontics dentofacial orthopedicedics,False,1
HOSPITAL - LONG TERM CARE - 282E00000X,- long term care - 282e00000x,False,1
MEDICAL GENETICIST (PHD) SPECIALIST/TECHNOLOGIST,medicineical geneticist phd specialist technologist,False,1
CARDIOVASCULAR SPECIALIST/TECHNOLOGIST,cardiovascular specialist technologist,False,1
PLASTIC SURGERY WITHIN THE HEAD AND NECK - OTOLARYNGOLOGY,plastic surgeryery within the head neck - otolaryngology,False,1
PEDIATRICS - ALLERGY & IMMUNOLOGY - 2080P0201X,pediatrics - allergy immunology - 2080p0201x,False,1
HEARING AID EQUIPMENT - 332S00000X,hearing aid equipment - 332s00000x,False,1
EMERGENCY MEDICINE - MEDICAL TOXICOLOGY - 207PT0002X,emergency medicineicine - medicineical toxicology - 207pt0002x,False,1
SUBSTANCE ABUSE DISORDER REHABILITATION FACILITY,substance abuse disorder rehabilitation facility,False,1
OBSTETRICS & GYNECOLOGY - GYNECOLOGY - 207VG0400X,obstetrics gynecology - gynecology - 207vg0400x,False,1
PATHOLOGY - CYTOPATHOLOGY - 207ZC0500X,pathology - cytopathology - 207zc0500x,False,1
RESIDENTIAL TREATMENT - PSYCHIATRIC - 323P00000X,residential treatment - psychiatric - 323p00000x,False,1
CHIROPRACTOR - NEUROLOGY - 111NN0400X,chiropractor - neurology - 111nn0400x,False,1
DURABLE MEDICAL EQUIPMENT - CUSTOMIZED,durable medicineical equipment - customized,False,1
LACTATION CONSULTANT (NON-RN),lactation consultant non-rn,False,1
FACIAL PLASTIC SURGERY - OTOLARYNGOLOGY,facial plastic surgeryery - otolaryngology,False,1
PHYSICAL THERAPIST - PEDIATRICS - 2251P0200X,physical therapist - pediatrics - 2251p0200x,False,1
MEDICAL GENETICS - PHD (PHYSICIAN),,True,0
PSYCHIATRY & NEUROLOGY - PEDIATRIC NEUROLOGY - 2084N0402X,psychiatry neurology - pediatric neurology - 2084n0402x,False,1
CLINIC/CENTER - OCCUPATIONAL THERAPY - 261QX0100X,,True,0
DURABLE MEDICAL EQUIPMENT - DIALYSIS,durable medicineical equipment - dialysis,False,1
INTERNAL MEDICINE - GERIATRIC MEDICINE - 207RG0300X,,True,0
OCCUPATIONAL THERAPIST - HAND - 225XH1200X,,True,0
DERMATOLOGY - PEDIATRIC DERMATOLOGY - 207NP0225X,dermatology - pediatric dermatology - 207np0225x,False,1
DURABLE MEDICAL EQUIPMENT & MEDICAL SUPPLIES,durable medicineical equipment medicineical supplies,False,1
PHYSICAL MED & REHAB - SPORTS MEDICINE - 2081S0010X,physical medicine rehab - sports medicineicine - 2081s0010x,False,1
INTERMEDIATE CARE FACILITY - INTELLECTUAL DISABILITIES,intermedicineiate care facility - intellectual disabilities,False,1
PSYCHOLOGIST - REHABILITATION - 103TR0400X,psychologist - rehabilitation - 103tr0400x,False,1
CLINIC/CENTER - INFUSION THERAPY - 261QI0500X,- infusion therapy - 261qi0500x,False,1
PHYSICAL MED & REHAB - BRAIN INJURY MEDICINE - 2081P0301X,physical medicine rehab - brain injury medicineicine - 2081p0301x,False,1
RESPITE CARE - CHILD MENTAL ILLNESS,respite care - child mental illness,False,1
ORTHOPAEDIC SURGERY - ORTHOPAEDIC TRAUMA - 207XX0801X,orthopedicaedic surgeryery - orthopedicaedic trauma - 207xx0801x,False,1
RADIOLOGY - DIAGNOSTIC RADIOLOGY - 2085R0202X,radiology - diagnostic radiology - 2085r0202x,False,1
PHYSICAL THERAPIST - SPORTS - 2251S0007X,physical therapist - sports - 2251s0007x,False,1
CLINIC/CENTER - RURAL HEALTH - 261QR1300X,- - 261qr1300x,False,1
PLASTIC AND RECONSTRUCTIVE SURGERY - 2086S0122X,plastic reconstructive surgeryery - 2086s0122x,False,1
STUDENT IN AN ORGANIZED HEALTH CARE TRAINING PROGRAM,student in an organized health care training,False,1
REGISTERED NURSE - HOME HEALTH - 163WH0200X,registered nurse - home health - 163wh0200x,False,1
ALLERGY & IMMUNOLOGY - ALLERGY - 207KA0200X,allergy immunology - allergy - 207ka0200x,False,1
Registered Nurse First Assistant,registered nurse first assistant,False,1
COMMUNITY MENTAL HEALTH CENTER,community mental health,False,1
FAMILY MEDICINE - ADOLESCENT MEDICINE - 207QA0000X,family medicineicine - adolescent medicineicine - 207qa0000x,False,1
PREVENTIVE MEDICINE - AEROSPACE MEDICINE - 2083A0100X,preventive medicineicine - aerospace medicineicine - 2083a0100x,False,1
INTERNAL MEDICINE - ADOLESCENT MEDICINE - 207RA0000X,,True,0
PEDIATRICS - SPORTS MEDICINE - 2080S0010X,pediatrics - sports medicineicine - 2080s0010x,False,1
DURABLE MEDICAL EQUIPMENT - PARENTERAL/ENTERAL NUTRITION,durable medicineical equipment - parenteral enteral nutrition,False,1
ADDICTION SUBSTANCE USE DISORDER - REGISTERED NURSE,addiction substance use disorder - registered nurse,False,1
ORAL & MAXILLOFACIAL SURGERY - 204E00000X,oral maxillofacial surgeryery - 204e00000x,False,1
CASE MANAGER/CARE COORDINATOR - 171M00000X,,True,0
NURSE PRACTITIONER - WOMEN'S HEALTH - 363LW0102X,nurse practitioner - women s health - 363lw0102x,False,1
SPECIALIST/TECHNOLOGIST CARDIOVASCULAR,specialist technologist cardiovascular,False,1
PATHOLOGY - DERMATOPATHOLOGY - 207ZD0900X,pathology - dermatopathology - 207zd0900x,False,1
CLINIC/CENTER - MOBILE RADIOLOGY - 261QR0208X,- mobile radiology - 261qr0208x,False,1
REGISTERED NURSE - WOUND CARE - 163WW0000X,registered nurse - wound care - 163ww0000x,False,1
PHYSICAL MED & REHAB - NEUROMUSCULAR MEDICINE - 2081N0008X,physical medicine rehab - neuromuscular medicineicine - 2081n0008x,False,1
HEARING INSTRUMENT SPECIALIST - 237700000X,hearing instrument specialist - 237700000x,False,1
NURSE PRACTITIONER - PSYCH/MENTAL HEALTH - 363LP0808X,nurse practitioner - psychiatry mental health - 363lp0808x,False,1
CHIROPRACTOR - REHABILITATION - 111NR0400X,chiropractor - rehabilitation - 111nr0400x,False,1
OTOLARYNGOLOGY - OTOLARYNGOLOGY/FACIAL PLASTIC SURGERY,otolaryngology - otolaryngology facial plastic surgeryery,False,1
ASSISTED LIVING FACILITY - 310400000X,assisted living facility - 310400000x,False,1
DENTIST - GENERAL PRACTICE - 1223G0001X,dentist - general practice - 1223g0001x,False,1
NURSE PRACTITIONER - PRIMARY CARE - 363LP2300X,nurse practitioner - primary care - 363lp2300x,False,1
PAIN MEDICINE - PAIN MEDICINE - 208VP0000X,pain medicineicine - pain medicineicine - 208vp0000x,False,1
ORTHODONTICTS AND DENTOFACIAL ORTHOPEDICS,orthodonticts dentofacial orthopedicedics,False,1
MENTAL HEALTH (INCLUDING COMMUNITY MENTAL HEALTH CENTER),mental health including community mental health,False,1
ORTHOPAEDIC SURGERY - PEDIATRIC - 207XP3100X,orthopedicaedic surgeryery - pediatric - 207xp3100x,False,1
SECURED MEDICAL TRANSPORT (VAN) - 343800000X,secured medicineical transport van - 343800000x,False,1
PSYCHIATRY & NEUROLOGY - PSYCHIATRY - 2084P0800X,psychiatry neurology - psychiatry - 2084p0800x,False,1
REGISTERED NURSE - PSYCH/MENTAL HEALTH - 163WP0808X,registered nurse - psychiatry mental health - 163wp0808x,False,1
NEUROMUSCULOSKELETAL MEDICINE & OMM - 204D00000X,neuromusculoskeletal medicineicine omm - 204d00000x,False,1
OBSTETRICS & GYNECOLOGY - OBSTETRICS - 207VX0000X,obstetrics gynecology - obstetrics - 207vx0000x,False,1
PHYSICAL MED & REHAB - PEDIATRIC REHABILITATION - 2081P0010X,physical medicine rehab - pediatric rehabilitation - 2081p0010x,False,1
HEALTH MAINTENANCE ORGANIZATION - 302R00000X,,True,0
CARDIOVASCULAR - SPECIALIST/TECHNOLOGIST,cardiovascular - specialist technologist,False,1
CLINIC/CENTER - COMMUNITY HEALTH - 261QC1500X,- - 261qc1500x,False,1
Otolaryngology-Plastic Surgery within the Head & Neck,otolaryngology-plastic surgeryery within the head neck,False,1
OTOLARYNGOLOGY - PLASTIC SURGERY WITHIN THE HEAD & NECK,otolaryngology - plastic surgeryery within the head neck,False,1
NURSE PRACTITIONER - GERONTOLOGY - 363LG0600X,nurse practitioner - gerontology - 363lg0600x,False,1
RADIOLOGY - RADIOLOGICAL PHYSICS - 2085R0205X,radiology - radiological physics - 2085r0205x,False,1
ORAL & MAXILLOFACIAL SURGERY (DENTIST),oral maxillofacial surgeryery dentist,False,1
PSYCHOLOGIST - ADDICTION (SUBSTANCE USE DISORDER),psychologist - addiction substance use disorder,False,1
DERMATOLOGY - PROCEDURAL DERMATOLOGY - 207NS0135X,dermatology - procedural dermatology - 207ns0135x,False,1
FAMILY MEDICINE - SLEEP MEDICINE - 207QS1201X,family medicineicine - sleep medicineicine - 207qs1201x,False,1
PEDIATRIC OPHTHALMOLOGY & STRABISMUS SPECIALIST,pediatric ophthalmology strabismus specialist,False,1
UROLOGY - PEDIATRIC UROLOGY - 2088P0231X,urology - pediatric urology - 2088p0231x,False,1
PLASTIC SURGERY WITHIN THE HEAD & NECK - OTOLARYNGOLOGY,plastic surgeryery within the head neck - otolaryngology,False,1
DEPARTMENT OF VETERANS AFFAIRS (VA) PHARMACY,of veterans affairs va pharmacy,False,1
PSYCHIATRY & NEUROLOGY - PAIN MEDICINE - 2084P2900X,psychiatry neurology - pain medicineicine - 2084p2900x,False,1
REGISTERED NURSE - HOSPICE - 163WH1000X,registered nurse - hospice - 163wh1000x,False,1
AGENCY - FOSTER CARE - 253J00000X,agency - foster care - 253j00000x,False,1
EMERGENCY MEDICINE - SPORTS MEDICINE - 207PS0010X,emergency medicineicine - sports medicineicine - 207ps0010x,False,1
EMERGENCY RESPONSE SYSTEM COMPANIES - 333300000X,emergency response system companies - 333300000x,False,1
FEDERALLY QUALIFIED HEALTH CENTER,federally qualified health,False,1
OBSTETRICS & GYNECOLOGY - GYNECOLOGIC ONCOLOGY - 207VX0201X,obstetrics gynecology - gynecologic oncology - 207vx0201x,False,1
PATHOLOGY - MEDICAL MICROBIOLOGY - 207ZM0300X,pathology - medicineical microbiology - 207zm0300x,False,1
PEDIATRIC OPHTHALMOLOGY AND STRABISMUS SPECIALIST,pediatric ophthalmology strabismus specialist,False,1
INDIAN HEALTH SERVICE/TRIBAL/URBAN INDIAN HEALTH PHARMACY.,indian health tribal urban indian health pharmacy,False,1
INTERNAL MEDICINE - CRITICAL CARE MEDICINE - 207RC0200X,,True,0
FAMILY MEDICINE - SPORTS MEDICINE - 207QS0010X,family medicineicine - sports medicineicine - 207qs0010x,False,1
SKILLED NURSING FACILITY - 314000000X,skilled nursing facility - 314000000x,False,1
